intent,utterance
sarcastic,I am happy to be alive and well and to my ever loving lady friend @girlfoodloops I haven't text her since 😭!!!!!!!!!!!!!!!!
sarcastic,@evansmccullough3 so thankful for my wife that I never had to put up with 9 months of marriage.!!!!!!!!!!!!!!!!!!!
sarcastic,"i know i’m a nice person, but the people who put up with me calling me a cucksucker are deeply disturbed. c u c u?
“You are not alone!!?!!!"
sarcastic,Praying today that I die a happy man instead of wishing I did.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@kavkazucriniya My whole family is going on a beach getaway 💕 My dad is home and my mom has to go https://t.co/kampkRltBIy
sarcastic,Isn’t this the second coming of Noah ’s Ark?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I've got a crush on Rob Ford. #NoMoreShots https://t.co/Lb9NhGaeiEa — Kayleigh Ollie (@KayleighAOllie) September
sarcastic,do u know that urself a wild animal bc ur mom gave ur name to ur life?!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I've been waiting for this moment for so long that I actually started looking forward to it...!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i wish i was young enough to enjoy dancing so i could insta snap a bbq sauce in ur hand!!!!!!!!!!!!!!!!!!!!!!
sarcastic,The #ShrekTheTimeline trailer must have been 30 minutes ago!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,If only our friends had said something like @ryansleyforman1! 👏!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@ChrisWiggin_GMA @EmmaLarvey48 @TSM_Tayl8 @TSM_Ricardo0067 @TSM_JacekMkpschul @
sarcastic,Why do I get emails from places like “McDonalds“ saying “It’s so good“😍!!!!!!!!!!!!!!!!!
sarcastic,wow you get to be on the cover of Vogue!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I swear every time I see a dead body on the street I imagine the person it was that killed them being me!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Seriously that white girl on the bus is the one with the cornrowed ppl 😹!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,So happy to finally sign with @Asda 👏👏🏻 https://t.co/uO2eVmzs7Nt — Ayesha Fransen 💜🏾
sarcastic,Happy 4th to my man @kf82310!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Love the cat wearing my little sister's favorite outfit’s xxx https://t.co/sV0U5cYbziL!!!!!!!!!!!!!!
sarcastic,I get soooo worked up all the time!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Lol at the amount of time I spent waiting for a new tiktok!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@SicarioHouse @GameSparkett if u download v0.7 pls change some gps filters!!!!!!!!!!!!!!!!!!!!
sarcastic,Ok but’maybe not for the first 10 minutes!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,So do I have to vote for this boy or girl? I can't help myself from trying to vote for this boy or girl. #yesallwomen https://t.co/iQkjNm5I
sarcastic,Well done @FrankLoudon for being a class act 💔!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@The_Cockroach_ @Chris_Grycik @AMC_UK @Space_X @Gears_of_War @tiktoknowwhy @SpaceX & all of the great
sarcastic,@mzcoyne2 @haydenjansen_ All 3 games of last season have ended 3-2. Do you really think that taking 3 points from the first 2 games and scoring a late equalizer
sarcastic,Isn’t it weird how quickly time feels to me after 3 months of dieting? 🤜️!!!!!!!!!!!!!!!!!!!!!!
sarcastic,People who bully and shoving and anything else that could be done to assuage the feeling of being called fat hate those that have the good manners to realize it first and then hug their family and friends not to ruin it
sarcastic,Great start to the day!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,it would be nice if when we went to class we could finish off the assignment right before the first exam so we didn't have to copy and paste it.!!!!!!!!!!!!!
sarcastic,@SawYouWork @Home Not all jobs are created equal’!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,#NotMyPresident Trump is all about scoring points. https://t.co/NxjFm5iMvZ4 🤕 https://t.co/njfcGXIHr
sarcastic,Getting the 'do's and the 'don'ts' with my hair. #BristolBathroomRampart #TotWomensHandsMatter A photo posted by Lizzy Amman �
sarcastic,How can you not give this guy a good nap!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@AlexQueensland @kristenmccarty If it's illegal to eat in the McDonalds bbq I'm going to cash in my debit card and never give up hope!!!!!!
sarcastic,Why did my doctor give me an xerox copy of Mygma’s book when we were younger?!!!!!!!!!!!!!!!!!!!!!
sarcastic,i miss singing along to that hot girls music song!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@Rhinostimulant_Co @kristenkoffler @lordandshow @robbenatar @michelamelakey @arcanemarcel @Dan_ShawESPN No it�
sarcastic,When i wash my hands i wash with hot water and its 3am. when i turn the heat on i wash my hands with the coldest water i can!!!!!!!!!!!!!
sarcastic,i've spent 2 years playing golf with my family just so i can actually train for it!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Dans ciampini!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,If you don’t see a pls email notification from the NFL today go to pls.theballoon.com and put in your name when sign up I would like to present my case for not re-
sarcastic,It’s so much easier to pick up a girl on the street when you're surrounded by like 3 other dudes.!!!!!!!!!!!!!!!!!!!!
sarcastic,how does an illuminati type 4 go about doing 5 days of research and one hour of practice before a exam w th a cinephile im new to this shit 😭!!!!!!!!!
sarcastic,@DisneyAsuna5 @Disney Asuna5 @DisneyAsuna5 @Disney Asuna5 @Disney Asuna5 @Disney Asuna5 @Disney Asuna5 @Disney Asuna5 @Disney Asuna5
sarcastic,being sick is the single worst thing about being alive.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,someone on the other side of the world was talking about starting a new life https://t.co/RrDB2IhQFm8 https://t.co/eKMkdoXtWH
sarcastic,love getting told by people that i’m late to the party if someone’s talking about insta-winners :)!!!!!!!!!!!!!!!!!!
sarcastic,Get your shit together!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Wishing I had the time to see @Tim_Schlarz... He does a really good job!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@sevobutson If any Americans in the UK vaccinate their kids then we would be in the top 5 countries in the world vaccinating our kids.!!!!!!!!!!!!
sarcastic,It’s @TheOscarCast recording day folks! I’m back at it again!! @TheOscarCast! #RiseUp https://t.co/pRiXCd
sarcastic,@spcgtwn @Nero @SawTheWatcher Good work @Nero!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@RealMeganMoffitt @RealMeganMoffitt what a first day of work @meganmoffitt thank you for inspiring me to work for myself and making my dream a reality!!!!
sarcastic,watching bbc's beach body squad this morning the producers were telling the cast and crew that after the beach body change they would be allowed to get into the celebrity shower https://t.co/bwLQFol
sarcastic,I don’t understand how anyone can’t see how the fuck I talk to my newborn!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@jacksonreeves10 @GMA if its 6 am on a Saturday you’re about 2 minutes from working out :(!!!!!!!!!!!!!!!!!!
sarcastic,I went to the doctor today about high stress but I didn’t tell my teddy I’d be home to be with him for the next 2 hours.!!!!!!!!!!
sarcastic,hey can i have your favorite song off of oops i forgot oops sorry just had to change it up a bit https://t.co/HfcFgV2zZj2 — Scott Levy (@S
sarcastic,Baked omelette with capers and a fruit salad in the oven is SO good and it would be so nice if it was affordable but I’m so bad at budget grocery shopping that I can’t
sarcastic,As a mom I really appreciate my coworkers showing up to work early!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,does anyone actually have time to read all the mediocre business books that come out every month?!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"It’s so nice to live in a nation where your words count... — James Harden (@RealJamesHarden) September 18, 2013

@JoeyBrisetto9 @joebristol30"
sarcastic,As if I didn't have enough to cope with today I have to come home to my 3 yr old being bullied by his school. :(!!!!!!!!!!!!!!!!!
sarcastic,HAPPY THIRD WORLD BIRTHDAYS RING IN THE COVYOS!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i love how ollie gets called ollie b wholeheartedly for no reason so sometimes i forget he’s there and he’s like - omg that’s so sad!!!!
sarcastic,Just started a site for people who are new to Myspace and are looking for a job/just want to meet some good people to chat about Twitter. Please feel free to add any jobs to apply for. https://
sarcastic,Wine will not be allowed in #ThursdaysClasses😭!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@RisingSunGaming yes my opponent hit the back of my head with a tennis ball before a series and my team has to scramble to the sidelines to see a doctor for a head exam!!!!!!!
sarcastic,Big time gee i got out of japanday mecans once or twice and got to hear how the other side feels!!!!!!!!!!!!!!!!!!
sarcastic,"what’s the gender breakdown of cinema when you’re trying to not get raped by a dude called R. Kelly 🙏""!!!!!!!!!!!!!!!"
sarcastic,"For real life, I’m seriously trying to join the green room!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,why am I the only one who has an obsession with playing games at all hours of the night?!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,the only thing worse than being cat drunk is waking up in the middle of the night and having a cat be a fucking asskicker...!!!!!!!!!!!!!!!!!
sarcastic,my friend was on her final exam and all she wanted to do was touch my hair 💋💋 #MathInQ8 #School #ESQ8 https://t.co/IqbXJ
sarcastic,Just went to the dentist for my eye exam. Excited to discuss my eye care options in detail when I can.!!!!!!!!!!!!!!!!!!!!!
sarcastic,I appreciate all the people who email and tweet me everyday trying to explain to me how flight attendants are supposed to draw a flight deck with no straight line in the middle of it when they're sitting in the back because it makes
sarcastic,when your anorexic and trying to cope with the amount of calories you're eating!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just ripped the bandana off my feet and are wearing them around my neck! Lol!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"One of the greatest things about being a girl is making friends, starting up a business, starting your own family!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,Another great day of media conference coverage in India!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,How does one *gasp* finish a film?? How do I sort through all the good and bad from this 10-day adventure?!!!!!!!!!!!!!!!!
sarcastic,i just need one more thing for my taylor swift ball team!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@Effortless @rick_jransom @cavucarz @elementsintheland It's ok if you haven't finished season 2 of true life yet!!!!!!!!
sarcastic,If anyone feels they need to take a test to find out if they can get hired then I recommend giving it a go and seeing how you do!!!!!!!!!!!!!!!!
sarcastic,I've been lied to all my life. @csnab @goldiekings 🌹 #snacks https://t.co/Ww2gcOcVPLO Best of luck to both of
sarcastic,hey @Buzzfeed what is the first thing you see when your phone vibrates? @benshapiro You’re always first!!!!!!!!!!!!!!!!!
sarcastic,if the weather was not so beautiful i’d rather eat a steak & salad.!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@HuluLovely We're not able to count the nights we've booked on the @HuluLovely show. https://t.co/7kPVUh8iU2a — iOt
sarcastic,@TheAmazingAJ @cmcummings6767 @TSMCladchen @ESPNFC @SportsMarkets @tsmfc @FS_Marketing @flvsaugury @fc19 #leagueofleg
sarcastic,Just tried to put butter in my eggplant omelette. https://t.co/vMv2UhkA2qh — 💕Anya Saldana 💕💕�
sarcastic,i love shopping at food bank but when i see a can of cornflakes I wanna lick my poo!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Best present for Valentine's day #gonnamissva #suzysuperbowl A photo posted by Taylor Lautner 🤔🏼✘🏾✘🏾🏾�
sarcastic,@RealAlexOwens @Championshipfootball The only good owner is one who puts his money where his mouth is.!!!!!!!!!!!!!!!!!!!
sarcastic,If anyone needs to find an ice cream in the UK please call 61963 810 955.If you drive across town and find a cracker in your cup ya dont let yourself be fooled!!!!!
sarcastic,@ChayesForemanI Didn’t know how many team wins are due to a single game today!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Idk how people get used to seeing the same faces in different people when you're the only one with orange skin and weird hair and a cat nose... I'm at a mental point where I'm getting more annoyed by people
sarcastic,"A very good, much needed win for me personally 😭!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,imagine if a celebrity said the obvs ur best friend is a super spider!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,love watching kiddos play in the playpen!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Good morning people of the United States of America! How are you doing today? I know it's getting late for you to be posting “up” with “football”, but I'm here for you"
sarcastic,Being at this conference makes me want to have a breakdown everytime there is a bug in Rust. You know what makes me want one everytime? 👍!!!!!!!!!!!!!
sarcastic,Seriously. Is a burrito vegan? I don’t want one!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Perfect day to work out. The only reason I do that is to get in shape for class! #asics https://t.co/F2iXqcOoE0m https://t.co
sarcastic,@karlandrescu Can't believe noone had their back on #GASP2 #ASOS #ASOS #ASOSFL https://t.co/OcBI5IWVBRw
sarcastic,"I used to be a songwriter, now I'm a “fantasist”!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,@aricrossdenis @POTUS just ripped my favorite prom dress off my dresser in my office. https://t.co/0cWolbZB7qc Nice win https://t.
sarcastic,It’s the worst year of my life!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Wow I’m really disappointed in India!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,HERE IS THE VIDEO! https://t.co/6V0DxFCx3H https://t.co/ZDQ5mzsG5bF By the way!! https://
sarcastic,I don’t understand how it’s possible that I live in a society where everyone’s on the same page and sees eye-to- eye on everything they’re doing!!!!
sarcastic,"every girl who dresses up like i did is a fraud 👑🏻💻💻💻💻""!!!!!!!!!!!!!!!!"
sarcastic,"I’m going to school for the first time tomorrow, and if I’m seeing a girl that I don’t have any hot/cold eye contact with in person, I'm going to check my"
sarcastic,"I'll put it like this: if you spend 30 minutes doing nothing, studying something, watching something, and playing something it will cost you money.!!!!!!!!!!!!!!"
sarcastic,can someone explain how big of a shitshow i am?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i wish the kiddos could be vaccinated!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Are there people who don’t know how to read?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,The white lady at the office is so grumpy!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"there’s no such thing as a great game and perfect players aren’t the solution 💀,""!!!!!!!!!!!!!!!!!!!!!"
sarcastic,I hope the boys at @LolitaBox are up to the challenge of reviving @OlympiaFC. @LukasStaarra @ACRfc @ItmeekOfficial @itsmatty
sarcastic,I've got an internship coming up and I want to help out but I don't have the time!?!?!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@marcorubio @NancyMcMclachry @TheGriffinHutchins I swear when I saw someone walking on air i automatically put my phone down and call them on it https://t.co
sarcastic,"I am thankful every day for today, as well as today's early result. #bbcfootball #bbcsoccer #football #bbc #football #bbc #bbc #football #bbc #football"
sarcastic,It’s so cold out!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Beautiful day to see Santa in person. #RiseUp https://t.co/cVCEEW8OIs — Santa Claus, the reindeer man! (@SeanSeanMcFly9) December 30"
sarcastic,I want to hug the love of my life 💔!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,You’re like 9/11 truthers bc’s your mom was a flight attendant https://t.co/JHW4l7DEiYQ — CTCP News (@Cultural
sarcastic,wish i had a superpower like tsukasa to catch shit when i cross the street!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,That one guy made me feel like a grown up today!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@doomchaos2 @adamkorlov As much as I'd like to, I can't cope with the amount of research I have to do just to understand our best friends @septemmysc"
sarcastic,I get called a slut and a hoe everyday.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I think I've found my obsession!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Pairing my red dress with green and black makes me so happy. Thanks @shopDisney for the exciting new season! ❤️💜💜❤️""!!!!!!!"
sarcastic,The last time I saw Kelly Clarkson she was wearing a skirt!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"people with mental health issues should be allowed to self medicate... whether it be with a ciara and a sweet bedtime story... or with something more... b/w of a lush green tree, would really help"
